aroma,body,flavor,roast_level,origin,est_price,rating
8.0,8.0,8.0,Medium-Light,"Antigua, Guatemala",$12.00/12 ounces,88.0
8.0,8.0,8.0,Medium-Light,"Antigua, Guatemala",$6.00/12 ounces,89.0
9.0,8.0,9.0,Medium-Light,"Antigua, Guatemala",$6.00/12 ounces,92.0
9.0,9.0,9.0,Medium-Light,"El Progreso, Guatemala",$17.00/12 ounces,92.0
8.0,8.0,8.0,Medium-Light,"Antigua, Guatemala",$20.00/12 ounces,90.0
9.0,8.0,9.0,Medium-Light,"San Lucas Tolimán, Lake Atitlán, Guatemala",$20.00/12 ounces,92.0
9.0,8.0,9.0,Medium-Light,"San Cristobal Verapaz, Alta Verapaz, Guatemala",$17.00/12 ounces,93.0
9.0,8.0,9.0,Medium-Light,"Sacatepequez, Guatemala",$10.00/12 ounces,93.0
9.0,8.0,9.0,Medium-Light,"Alotenango, Sacatepequez, Guatemala",$8.00/12 ounces,93.0
8.0,8.0,8.0,Medium,Brazil; Peru,$15.50/12 ounces,90.0
9.0,8.0,9.0,Medium-Light,Ethiopia; Colombia,$15.50/12 ounces,91.0
8.0,8.0,8.0,Medium-Light,"Antigua, Guatemala",$20.00/12 ounces,88.0
9.0,9.0,9.0,Medium-Light,"Gayo Highlands, Sumatra, Indonesia",$20.00/12 ounces,93.0
9.0,9.0,9.0,Light,"Ansora, Guji Zone, southern Ethiopia",$19.50/12 ounces,93.0
9.0,9.0,9.0,Medium-Light,"Yirgacheffe growing region, southern Ethiopia",$27.00/12 ounces,94.0
9.0,9.0,9.0,Light,"Caldono, Calda Department, Colombia",$27.00/12 ounces,94.0
9.0,9.0,9.0,Medium-Light,"Yirgacheffe growing region, southern Ethiopia",$27.00/12 ounces,95.0
9.0,8.0,9.0,Medium-Light,"Barrio Tanamá, Adjuntas, Puerto Rico",,92.0
9.0,9.0,9.0,Medium-Light,"Tolima Department, Colombia",$23.00/12 ounces,93.0
9.0,9.0,9.0,Medium-Light,"Planadas, Tolima Department, Colombia",$26.00/12 ounces,94.0
8.0,8.0,9.0,Medium-Light,"Lake Kivu, Rwanda",$23.00/12 ounces,91.0
8.0,9.0,9.0,Medium-Light,"Yirgacheffe growing region, south-central Ethiopia",$25.00/12 ounces,92.0
8.0,9.0,9.0,Medium,"Zongolica, Veracruz, Mexico",$18.00/12 ounces,92.0
8.0,9.0,9.0,Medium-Light,"Ngozi Province, Burundi",$20.00/12 ounces,92.0
9.0,8.0,9.0,Medium-Light,"Yirgacheffe growing region, south-central Ethiopia",NT $500/200 grams,93.0
9.0,9.0,9.0,Medium-Light,"Nantou County, Taiwan",NT $420/4 ounces,93.0
9.0,8.0,9.0,Light,"Agua Dulce, Huehuetenango Department, Guatemala",$19.45/12 ounces,93.0
9.0,9.0,9.0,Light,"Boquete, Panama","NT $1,200/100 grams",94.0
8.0,8.0,9.0,Medium-Light,"Serra da Mantiqueira-Fazenda Rio Verde, Sul De Minas, Brazil",NT $325/8 ounces,90.0
8.0,8.0,8.0,Light,"Arbegona Woreda, Bursa Kebele, Sidama Region, Ethiopia",NT $325/8 ounces,90.0
8.0,8.0,9.0,Light,"Yirgacheffe growing region, south-central Ethiopia",NT $240/227 grams,90.0
8.0,8.0,8.0,Medium,Ethiopia,$15.00/12 ounces,90.0
9.0,8.0,9.0,Medium-Light,"Sidamo growing region, south-central Ethiopia",NT $325/8 ounces,92.0
9.0,8.0,9.0,Medium-Light,"Marcala, La Paz Department, Honduras",$20.00/12 ounces,92.0
8.0,9.0,9.0,Medium-Light,"Pegasing, Takengon, Aceh Province, Sumatra, Indonesia",#23.90/12 ounces,92.0
9.0,8.0,9.0,Medium-Light,"Bench Maji Zone, Southern Ethiopia",NT $310/8 ounces,93.0
9.0,9.0,9.0,Medium-Light,"Tarrazu growing region, Costa Rica",NT $450/8 ounces,94.0
8.0,9.0,8.0,Medium-Light,Colombia; Other South America,$19.00/12 ounces,91.0
9.0,9.0,9.0,Medium-Light,"Nyeri growing region, south-central Kenya",Nt $325/8 ounces,94.0
9.0,9.0,9.0,Light,"Sabanilla de Alajuela, Central Valley, Costa Rica",$27.00/12 ounces,93.0
9.0,9.0,9.0,Medium-Light,"Nyeri growing region, south-central Kenya",NT $330/8 ounces,95.0
9.0,9.0,9.0,Medium-Light,"Mbeya, Ruvuma Region, Tanzania",$19.00/12 ounces,94.0
9.0,9.0,10.0,Light,"Cauca, Colombia",$60.00/4 ounces,96.0
9.0,8.0,9.0,Medium-Light,"Baoshan, Yunnan Province, China",RMB 399/100 grams,91.0
9.0,8.0,9.0,Medium-Light,"Boquete growing region, western Panama",NT $325/8 ounces,93.0
9.0,9.0,9.0,Light,"Poas Volcano, Alajuela Province, Costa Rica",$32.00/boxed set (125 grams of this coffee plus 125 grams of an anaerobic-processed coffee from the same farm),93.0
9.0,8.0,9.0,Medium,"Nariño Department, Colombia",$24.00/12 ounces,93.0
9.0,9.0,9.0,Medium-Light,"Bench-Maji Zone, Southern Ethiopia",NT $375/8 ounces,93.0
9.0,9.0,9.0,Light,"Guji Zone, Oromia Region, southern Ethiopia",NT $300/8 ounces,94.0
9.0,9.0,9.0,Light,"Piendamo, Cauca Department, Colombia",$60.00/250 grams,94.0
9.0,9.0,9.0,Light,"Huila Department, Colombia",NT $450/8 ounces,94.0
9.0,9.0,9.0,Light,"Armenia, Quindio Department, Colombia",$30.00/250 grams,94.0
8.0,8.0,9.0,Medium-Dark,Colombia; Ethiopia; Brazil,$25.00/16 ounces,92.0
8.0,9.0,9.0,Medium-Light,Panama,$80.00/8 ounces,92.0
9.0,8.0,9.0,Medium,"Sitio Pluto, Balutakay, Managa, Davao del Sur, Philippines",$34.99/12 ounces,92.0
9.0,9.0,9.0,Medium-Light,Panama,$80.00/8 ounces,94.0
9.0,9.0,9.0,Light,"Huila Department, Colombia",$48.00/10 ounces,95.0
8.0,8.0,9.0,Medium-Light,"Pegasing, Takengon, Aceh Province, Sumatra, Indonesia",$18.00/12 ounces,90.0
8.0,8.0,9.0,Medium-Light,"Naranjo, Alajuela Province, Costa Rica",$18.00/12 ounces,91.0
8.0,9.0,9.0,Medium,"Aquiares, Cartago, Costa Rica",NT $500/8 ounces,92.0
9.0,9.0,10.0,Medium-Light,"Saraguro, Loja growing region, Ecuador",$29.00/12 ounces,96.0
8.0,8.0,8.0,Medium,"Tenejapa, Central Highlands, Chiapas, Mexico",$19.50/12 ounces,90.0
8.0,9.0,9.0,Medium,Colombia; Honduras,NT $265/8 ounces,92.0
9.0,8.0,9.0,Medium-Light,"Cijapati, Garut Regency, West Java, Indonesia",$18.00/12 ounces,92.0
9.0,8.0,9.0,Medium-Light,"Tangara, Ngozi Province, Burundi",$21.00/12 ounces,93.0
9.0,9.0,9.0,Light,"Sidamo growing region, south-central Ethiopia",NT $240/227 grams,94.0
9.0,9.0,9.0,Light,"Werka, Guji Zone, Oromia Region, southern Ethiopia",$23.00/12 ounces,94.0
9.0,9.0,9.0,Medium-Light,"Gedeb District, Gedeo Zone, southern Ethiopia",$22.00/12 ounces,94.0
8.0,8.0,8.0,Medium,"Colombia; Brazil; Ethiopia; Yunnan, China",110 CN¥/500 grams,91.0
9.0,8.0,9.0,Medium-Light,"Nyeri County, central Kenya",$24.00/12 ounces,93.0
9.0,9.0,9.0,Light,"Ngozi Province, Burundi",$24.00/12 ounces,93.0
9.0,8.0,9.0,Medium-Light,"Aceh Province, Sumatra, Indonesia",$23.00/12 ounces,93.0
9.0,9.0,9.0,Medium-Light,"Cusco region, Peru",$23.00/12 ounces,93.0
9.0,9.0,9.0,Medium-Light,"Cordillera de Llamatepec, El Salvador",$17.50/12 ounces,94.0
9.0,9.0,9.0,Light,"Bonga Forest, Keficho-Shekicho Zone, southwest Ethiopia",$23.00/12 ounces,94.0
9.0,9.0,9.0,Light,"El Chaco Canton, Parroquia Santa Rosa, Napo Province, Ecuador",$25.00/12 ounces,94.0
8.0,8.0,9.0,Dark,"Karo Regency, North Sumatra, Indonesia",$15.75/12 ounces,91.0
8.0,8.0,9.0,Medium,"Paranginan, Humbahas Province, Karo Highlands, Sumatra, Indonesia",$21.25/12 ounces,91.0
9.0,8.0,9.0,Medium,Ethiopia; Papua New Guinea,$18.00/12 ounces,92.0
9.0,8.0,9.0,Medium-Dark,Colombia; Panama; Papua New Guinea,NT $550/230 grams,93.0
9.0,9.0,9.0,Medium,"Yirgacheffe growing region, south-central Ethiopia",$21.00/12 ounces,93.0
9.0,9.0,9.0,Medium-Dark,"Embu County, Kenya","NT $1,300/240 grams",94.0
9.0,9.0,9.0,Dark,"Nyeri growing region, south-central Kenya",NT $800/8 ounces,94.0
9.0,9.0,9.0,Medium-Dark,"Bench Maji Zone, Southern Ethiopia",NT $600/200 grams,94.0
9.0,8.0,9.0,Medium-Dark,"Holualoa, North Kona growing district, “Big Island” of Hawai’i",$69.95/8 ounces,94.0
9.0,9.0,9.0,Medium-Dark,"Embu County, Kenya",NT $680/225 grams,95.0
8.0,8.0,8.0,Medium,Central America; South America,$17.50/16 ounces,91.0
9.0,8.0,9.0,Medium-Light,Peru; Guatemala,$17.00/12 ounces,92.0
9.0,8.0,9.0,Medium-Light,"Odo Shakiso District, Guji Zone, southern Ethiopia",AED $99.75/250 grams,93.0
8.0,8.0,8.0,Medium-Light,"Acatenango, Chimaltenango Department, Guatemala",NT $1200/200 grams,90.0
8.0,8.0,9.0,Medium-Light,"Mt. Kilimanjaro growing region, northern Tanzania",NT $450/200 grams,92.0
9.0,9.0,9.0,Medium-Light,"Sidamo growing region, south-central Ethiopia",NT $280/200 grams,93.0
9.0,9.0,9.0,Medium-Light,"Kirinyaga County, south-central Kenya",$24.00/12 ounces,94.0
9.0,9.0,9.0,Medium-Light,Ethiopia Sidamo Faysel Abdosh Anaerobic Natural,$29.50/12 ounces,93.0
9.0,8.0,9.0,Light,"Bench-Maji Zone, Southern Ethiopia",NT $380/227 grams,93.0
9.0,9.0,9.0,Medium-Light,"Bukeye Commune, Muramvya Province, Burundi",$18.00/12 ounces,93.0
9.0,9.0,9.0,Medium-Light,"San Martin Jilotepeque, Chimaltenango Department, Guatemala",$19.00/12 ounces,93.0
8.0,8.0,9.0,Medium-Light,Ethiopia; Brazil; India; Indonesia; Guatemala,NT $130/8 ounces,90.0
9.0,9.0,9.0,Medium-Light,"Tarrazu growing region, Costa Rica",NT $750/227 grams,93.0
9.0,9.0,9.0,Medium-Light,"Tolimas, Colombia",$32.00/12 ounces,94.0
9.0,9.0,9.0,Medium-Light,"Yirgacheffe growing region, southern Ethiopia",$19.00/12 ounces,92.0
8.0,8.0,9.0,Medium,Indonesia; Colombia; Guatemala,NT $250/227 grams,92.0
9.0,8.0,9.0,Medium-Light,"Bench-Maji Zone, Southern Ethiopia",NT $399/200 grams,93.0
9.0,8.0,9.0,Light,"Gedeo Zone, SNNPR, southern Ethiopia",NT $275/8 ounces,93.0
9.0,8.0,9.0,Light,"Herrera, Tolima Department, Colombia",$42.00/8 ounces,92.0
9.0,8.0,9.0,Medium-Light,"Yirgacheffe growing region, south-central Ethiopia",NT $300/8 ounces,93.0
9.0,9.0,9.0,Medium-Light,"Turrialba, Costa Rica",NT $325/8 ounces,94.0
9.0,9.0,9.0,Medium-Light,"Wamena growing region, West Papua, New Guinea",$17.00/12 ounces,93.0
9.0,9.0,9.0,Medium-Light,"Saraguro, Loja, Ecuador",$19.00/8 ounces,95.0
8.0,8.0,9.0,Medium,"Veracruz, Mexico",$16.95/16 ounces,91.0
8.0,9.0,8.0,,"Bali, Indonesia",,91.0
8.0,8.0,9.0,,"Kintamani Highlands, Bali, Indonesia",$18.00/12 ounces,92.0
9.0,8.0,9.0,,"Java, Indonesia",NT $370/200 grams,92.0
8.0,9.0,9.0,,"Kintamani Highlands, Bali, Indonesia",$20.00/12 ounces,92.0
9.0,8.0,9.0,,"Tlogosari Village, Argopuro, East Java, Indonesia",$20.00/12 ounces,93.0
9.0,9.0,9.0,,"Bandung Highlands, West Java, Indonesia",$23.00/12 ounces,93.0
9.0,9.0,9.0,,"Kintamani Highlands, Bali, Indonesia",$21.00/12 ounces,93.0
9.0,9.0,9.0,Medium-Light,"West Java, Indonesia",$19.00/12 ounces,94.0
9.0,8.0,9.0,Light,"Yirgacheffe growing region, south-central Ethiopia",NT $440/8 ounces,92.0
9.0,9.0,9.0,Medium-Light,"Boquete, Panama",NT $700/8 ounces,93.0
8.0,8.0,9.0,Medium,Honduras; Ethiopia; Brazil,$22.00/16 ounces,90.0
9.0,9.0,9.0,Medium-Light,"Yirgacheffe growing region, south-central Ethiopia",$20.00/8 ounces,94.0
9.0,9.0,9.0,Medium-Light,Colombia; Ethiopia,$45.00/8 ounces,95.0
9.0,9.0,9.0,Medium-Light,"Imbabura Province, Ecuador",$25.00/12 ounces,95.0
9.0,9.0,9.0,Light,"Antioquia, Colombia",NT $380/8 ounces,93.0
9.0,9.0,9.0,Medium-Light,"Huila, Colombia",NT $380/8 ounces,94.0
9.0,9.0,9.0,Light,"Planadas, Tolima Department, Colombia",$60.00/250 grams,94.0
9.0,9.0,9.0,Light,"Piendamó, Cauca Department, Colombia",$60.00/250 grams,94.0
8.0,8.0,9.0,Medium,Rwanda,$15.99/12 ounces,91.0
9.0,8.0,9.0,Medium-Light,"Huila, Colombia",$19.00/300 grams,91.0
9.0,8.0,9.0,Medium-Light,"Guji Zone, Oromia Region, southern Ethiopia",NT $500/8 ounces,93.0
9.0,9.0,9.0,Medium,Ethiopia; Kenya,NT $650/8 ounces,95.0
9.0,9.0,9.0,Medium-Light,"Ka‘ū growing region, Big Island of Hawai’i",$40.00/4 ounces,94.0
9.0,9.0,9.0,Medium-Light,"Quindio Department, Colombia",NT $700/200 grams,94.0
9.0,9.0,9.0,Light,"Sidamo growing region, south-central Ethiopia",$23.00/12 ounces,95.0
8.0,9.0,9.0,Medium-Light,"Marcala, Honduras",$16.49/12 ounces,91.0
9.0,8.0,9.0,Medium-Light,"Pitalito, Huila Department, Colombia",$20.00/12 ounces,93.0
9.0,8.0,9.0,Medium-Light,"Nyeri County, Kenya",$25.00/12 ounces,94.0
9.0,9.0,9.0,Medium-Light,"Pegasing, Takengon, Aceh Province, Sumatra, Indonesia",$23.00/12 ounces,95.0
9.0,9.0,9.0,Medium-Light,"South Kivu Province, Democratic Republic of the Congo",$20.00/12 ounces,93.0
9.0,9.0,9.0,Medium-Light,"Pallatanga, Chimborazo Province, Ecuador",$22.00/6 ounces,94.0
9.0,8.0,9.0,Medium-Light,Costa Rica; Ethiopia,$25.00/12 ounces,93.0
9.0,8.0,9.0,Medium-Light,"Pichincha Province, Ecuador",$15.95/12 ounces,93.0
9.0,9.0,9.0,Medium-Light,Not disclosed,$15.99/12 ounces,93.0
9.0,9.0,9.0,Light,"Sidamo growing region, southern Ethiopia",$23.50/12 ounces,94.0
9.0,9.0,9.0,Medium-Light,"Yirgacheffe growing region, south-central Ethiopia",$24.00/12 ounces,95.0
8.0,8.0,8.0,,"Matituy, Nariño Department, Colombia",$30.00/10 single-serve brew bags,89.0
8.0,8.0,8.0,,Ethiopia,$10.00/10 single-serve brew bags,89.0
8.0,8.0,8.0,,Colombia; Peru; Rwanda; Ethiopia,$4.50/4 single-serve brew bags,90.0
8.0,8.0,8.0,,Colombia; Mexico; Ethiopia,$18.50/8 single-serve brew bags,90.0
8.0,9.0,8.0,,Not disclosed,$21.00/10 single-serve brew bags,90.0
8.0,8.0,9.0,,Colombia; Peru; Rwanda; Ethiopia,NT $500/5 single-serve brew bags,91.0
8.0,8.0,9.0,,Ethiopia,NT $30/1 single-serve brew bag,91.0
8.0,8.0,9.0,,Brazil; Guatemala; Indonesia,$25.00/10 single-serve brew bags,91.0
8.0,9.0,9.0,,"Huehuetenango Department, Guatemala",$10.00/5 single-serve brew bags,91.0
8.0,9.0,9.0,,"Rutana Province, Burundi",$14.95/8 single-serve brew bags,92.0
9.0,8.0,9.0,Light,"Boquete growing region, western Panama","NT $1,200/227 grams",93.0
8.0,9.0,8.0,Medium-Light,"Yirgacheffe growing region, south-central Ethiopia",$18.50/12 ounces,91.0
9.0,8.0,9.0,Medium-Light,"Santa Elena Province, Ecuador",$19.00/12 ounces,92.0
9.0,9.0,9.0,Medium-Light,"Kayanza, Northern Province, Burundi",$23.00/12 ounces,94.0
9.0,8.0,9.0,Light,"Guji Zone, Oromia Region, southern Ethiopia",NT $180/8 ounces,94.0
9.0,8.0,9.0,Medium-Light,"Nyeri growing region, south-central Kenya",$30.00/12 ounces,94.0
9.0,9.0,9.0,Light,"Acatenango growing region, Guatemala","NT $1,200/227 grams",94.0
9.0,9.0,9.0,Light,"Al Hayma, Sana'a Governorate, Yemen",NT $600/4 ounces,94.0
9.0,9.0,9.0,Light,"Sidamo growing region, southern Ethiopia",NT $400/8 ounces,95.0
9.0,9.0,9.0,Medium-Light,"Ka‘ū growing region, Big Island of Hawai’i",$25.00/4 ounces,94.0
9.0,9.0,9.0,Medium-Light,"Kona growing region, Big Island of Hawai’i",$25.00/4 ounces,94.0
9.0,9.0,9.0,Light,"Guji Zone, Oromia Region, southern Ethiopia",NT $290/8 ounces,95.0
9.0,9.0,9.0,Light,"Kiambu growing region, south-central Kenya",NT $300/8 ounces,95.0
9.0,9.0,9.0,Medium-Light,"Incawasi, La Convencion Province, Peru",$29.00/12 ounces,95.0
8.0,8.0,9.0,Medium-Light,Brazil; Colombia; Ethiopia,NT $360/200 grams,91.0
9.0,9.0,9.0,Medium-Light,"Yirgacheffe growing region, south-central Ethiopia",NT $460/200 grams,93.0
9.0,8.0,9.0,Light,"Odo Shakiso District, Guji Zone, southern Ethiopia",NT $320/8 ounces,93.0
9.0,9.0,9.0,Medium-Light,Colombia; Guatemala; Mexico,$16.95/12 ounces,94.0
9.0,9.0,9.0,Light,"Jimma Zone, Oromia region, southern Ethiopia","NT $1,250/4 ounces",95.0
9.0,9.0,9.0,Medium-Light,"La Sierra, Medellin, Colombia",$25.00/12 ounces,94.0
9.0,9.0,9.0,Medium-Light,"Acatenango, Chimaltenango Department, Guatemala",NT $650/4 ounces,95.0
9.0,9.0,9.0,Light,"Cauca, Colombia",$31.50/12 ounces,95.0
8.0,8.0,8.0,Medium-Light,"Nyamasheke, Western Province, Rwanda",$23.00/12 ounces,90.0
8.0,9.0,9.0,Medium-Light,"Nariño Department, southern Colombia",$20.00/12 ounces,91.0
8.0,8.0,9.0,Medium-Light,Ethiopia; Guatemala; Brazil,NT $650/455 grams,91.0
9.0,9.0,9.0,Medium-Light,"Caldas Department, Colombia",$25.00/12 ounces,92.0
9.0,9.0,9.0,Medium-Light,"Chalatenango, El Salvador",$23.00/12 ounces,94.0
9.0,8.0,9.0,Medium-Light,"Cajamarca, Peru",$15.25/12 ounces,92.0
9.0,9.0,9.0,Light,"Sidamo growing region, Ethiopia",$20.50/12 ounces,93.0
9.0,8.0,9.0,Medium-Light,"Santiago Atitlán, Sololá Department, Guatemala",$22.00/12 ounces,93.0
9.0,9.0,9.0,Medium-Light,"Jaén Province, Cajamarca Region, Peru",$18.00/12 ounces,93.0
9.0,8.0,9.0,Light,"Gonzanama, Loja Province, Ecuador",$25.00/12 ounces,93.0
9.0,9.0,9.0,Light,"Piendamó, Cauca Department, Colombia",$30.00/250 grams,95.0
8.0,8.0,9.0,Light,"Chiriqui, Boquete growing region, western Panama",$45.00/8 ounces,91.0
9.0,9.0,9.0,Light,"Guji Zone, Oromia Region, southern Ethiopia",$28.00/12 ounces,95.0
9.0,9.0,9.0,Light,"Aquíares, Cartago, Costa Rica",NT $500/8 ounces,93.0
9.0,9.0,9.0,Light,"Piendamó, Cauca Department, Colombia",$40.00/4 ounces,95.0
9.0,9.0,9.0,Light,"Quindio Department, Colombia",$30.00/12 ounces,93.0
9.0,9.0,9.0,Medium-Light,"Quindio Department, Colombia",$29.99/8 ounces,93.0
9.0,9.0,9.0,Light,"Huila Department, Colombia",$31.00/8 ounces,93.0
9.0,9.0,9.0,Light,"Piendamo, Cauca Department, Colombia","KRW $28,000/100 grams",94.0
9.0,8.0,9.0,Light,"Sidamo growing region, southern Ethiopia",$34.50/12 ounces,94.0
9.0,9.0,9.0,Light,"Piendamo, Cauca Department, Colombia",$34.99/12 ounces,94.0
9.0,9.0,9.0,Light,"Huila Department, Colombia",$23.95/310 grams,94.0
9.0,9.0,9.0,Light,"Cauca Department, Colombia",NT $500/100 grams,94.0
9.0,9.0,9.0,Light,"Ka‘ū growing region, Big Island of Hawai’i",$40.00/4 ounces,95.0
9.0,9.0,9.0,Light,"Circasia, Quindio Department, Colombia",$38.45/12 ounces,95.0
9.0,9.0,9.0,Medium-Light,"Alishan region, Taiwan","NT $2,000/8 ounces",93.0
9.0,8.0,9.0,Medium-Light,"Jikawa Province, Papua New Guinea",$18.25/12 ounces,91.0
9.0,8.0,9.0,Medium-Light,"San Martin Jilotepeque, Chimaltenango Department, Guatemala",$18.95/12 ounces,93.0
9.0,9.0,9.0,Medium-Light,"Huila Department, Colombia",$24.50/12 ounces,94.0
9.0,9.0,9.0,Medium-Light,"Sidamo growing region, south-central Ethiopia.",$35.00/12 ounces,94.0
9.0,9.0,9.0,Medium-Light,"San Martin Jilotepeque, Chimaltenango Department, Guatemala",$18.95/12 ounces,94.0
9.0,9.0,9.0,Light,"Mathira West District, Nyeri growing region, Kenya",$25.00/12 ounces,94.0
8.0,8.0,9.0,Medium-Light,"Laguna de Ayarza, southeast Guatemala",$21.50/12 ounces,90.0
8.0,9.0,9.0,Medium-Light,"Antigua, Guatemala",$24.00/12 ounces,91.0
9.0,8.0,9.0,Medium-Light,"Hambela Wamena, Guji Zone, Oromia Region, Ethiopia",$22.00/12 ounces,92.0
9.0,8.0,9.0,Light,"Gedeb District, Gedeo Zone, southern Ethiopia",$22.00/12 ounces,93.0
9.0,8.0,9.0,Light,Guatemala,$18.75/12 ounces,93.0
8.0,8.0,8.0,Medium,Rwanda; Ethiopia,$12.00/12 ounces,90.0
8.0,8.0,8.0,Medium-Light,Guatemala,"KRW $13,000/200 grams",90.0
8.0,8.0,8.0,Medium-Light,"Odo Shakiso District, Guji Zone, southern Ethiopia",NT $369/8 ounces,90.0
9.0,9.0,9.0,Light,"Gedeb District, Gedeo Zone, southern Ethiopia",NT $500/8 ounces,93.0
9.0,8.0,9.0,Medium-Light,"Tarrazu, Costa Rica",NT $349/8 ounces,93.0
9.0,9.0,9.0,Medium-Light,"Atok Benguet, northern Philippines",$17.50/6 ounces,92.0
9.0,9.0,9.0,Medium-Light,"Urrao, Antioquia, Colombia",$25.00/12 ounces,93.0
9.0,8.0,9.0,Medium-Light,"Atok Benguet, northern Philippines",$30.00/12 ounces,93.0
9.0,9.0,9.0,Medium-Light,"Huehuetenango, Guatemala",$28.00/12 ounces,95.0
8.0,8.0,9.0,Light,"Guji Zone, Oromia Region, southern Ethiopia",$22.00/12 ounces,91.0
8.0,8.0,9.0,Medium-Light,"Atiquizaya, Apaneca-Ilamatepec Mountains, El Salvador",$19.00/12 ounces,92.0
9.0,8.0,9.0,Medium-Light,"Guji Zone, Oromia Region, Southern Ethiopia",$20.00/12 ounces,92.0
8.0,8.0,9.0,Medium-Light,Tanzania,$21.00/12 ounces,92.0
9.0,8.0,9.0,Light,Ethiopia,$19.00/12 ounces,92.0
9.0,8.0,9.0,Medium-Light,"Kiambu County, Kenya",$24.00/12 ounces,92.0
9.0,8.0,9.0,Light,"Nyeri County, Kenya",$22.00/10 ounces,93.0
9.0,9.0,9.0,Light,"Guji Zone, Oromia Region, Southern Ethiopia",$20.00/12 ounces,93.0
9.0,8.0,9.0,Medium-Light,"Kiambu County, Kenya",$19.95/12 ounces,93.0
9.0,9.0,9.0,Medium-Light,"Boquete growing region, Panama",$15.00/8 ounces,94.0
9.0,9.0,9.0,Medium-Light,"Apaneca-Ilamatepec growing region, El Salvador",$20.95/12 ounces,93.0
9.0,9.0,9.0,Light,"Odo Shakiso District, Guji Zone, southern Ethiopia",$20.95/12 ounces,94.0
9.0,8.0,9.0,Medium-Light,"Caranavi, Bolivia",$30.00/12 ounces,93.0
9.0,9.0,9.0,Light,"Valle de Cauca Department, Colombia",$65.00/8 ounces,94.0
9.0,8.0,9.0,Light,"Kiambu growing region, south-central Kenya",NT $500/225 grams,92.0
9.0,9.0,9.0,Medium-Light,"Kiambu growing region, south-central Kenya",NT $650/225 grams,95.0
9.0,9.0,9.0,Medium-Light,"Sidamo growing region, south-central Ethiopia",NT $550/225 grams,95.0
9.0,8.0,9.0,Light,"Shakiso District, Guji Zone, Oromia Region, southern Ethiopia",$22.00/285 grams,92.0
8.0,9.0,9.0,Light,"Ciudad Bolivar, Antioquia, Colombia",$21.00/225 grams,92.0
8.0,9.0,9.0,Medium-Light,Guatemala; Honduras; Colombia,NT $225/8 ounces,93.0
9.0,9.0,9.0,Light,"Arbegona, Sidamo growing region, south-central Ethiopia",NT $390/8 ounces,94.0
8.0,9.0,8.0,Medium-Light,Guatemala; Brazil; Colombia; Ethiopia,NT $350/225 grams,92.0
9.0,9.0,9.0,Light,"Gedeo Zone, SNNPR, southern Ethiopia",NT $450 /4 ounces,94.0
9.0,9.0,9.0,Medium-Light,"Acatenango, Chimaltenango, Guatemala",NT $290/8 ounces,94.0
9.0,9.0,9.0,Light,"Cañas Verdes, Boquete growing region, western Panama","NT $1,000/4 ounces",95.0
9.0,9.0,9.0,Medium-Light,"Apaneca-Ilamatepec, El Salvador",NT $500/4 ounces,96.0
9.0,9.0,10.0,Medium-Light,"Holualoa, North Kona growing district, “Big Island” of Hawai’i",$69.95/8 ounces,96.0
9.0,9.0,9.0,Medium-Light,"Agua Dulce, Cuilco, Huehuetenango, Guatemala",$17.00/12 ounces,93.0
9.0,8.0,9.0,Medium-Light,"Matagalpa growing region, Nicaragua",$160.00/12 ounces,92.0
9.0,9.0,9.0,Medium-Light,"Apaneca-Ilamatepec growing region, El Salvador",$16.00/230 grams,94.0
9.0,9.0,9.0,Light,"Cauca Department, Colombia",$50.00/4 ounces,95.0
9.0,8.0,9.0,Light,Costa Rica; Colombia,NT $360/8 ounces,92.0
9.0,8.0,9.0,Light,"Gedeb District, Gedeo Zone, southern Ethiopia",NT $360/8 ounces,93.0
9.0,8.0,9.0,Medium-Light,"Guinope, Honduras",NT $380/200 grams,93.0
9.0,8.0,9.0,Medium-Light,"Chaguarpamba, Loja Province, Ecuador",NT $950/227 grams,93.0
9.0,9.0,9.0,Light,"Yirgacheffe growing region, southern Ethiopia",NT $500/227 grams,94.0
8.0,9.0,9.0,Medium-Light,Ethiopia; Peru; Colombia; Honduras,NT $250/227 grams,92.0
9.0,9.0,9.0,Medium-Light,"Montecillos, Honduras",NT $250/227 grams,93.0
9.0,8.0,9.0,Medium-Light,"Kirinyaga County, south-central Kenya",NT $300/227 grams,92.0
9.0,8.0,9.0,Medium-Light,"Yirgacheffe growing region, southern Ethiopia",NT $300/227 grams,93.0
9.0,8.0,9.0,Medium-Light,"Nakuru County, Kenya",$19.00/12 ounces,92.0
8.0,8.0,8.0,Medium-Light,"Matagalpa Department, Nicaragua",$28.00/6 ounces,90.0
9.0,8.0,9.0,Medium-Light,"Sur de Huila, Huila Department, Colombia",$15.95/12 ounces,93.0
9.0,9.0,9.0,Medium-Light,"Odo Shakiso District, Guji Zone, southern Ethiopia",$18.00/12 ounces,94.0
9.0,9.0,9.0,Medium-Light,"Agaro Gera, Jimma Zone, Oromia State, Ethiopia",$28.00/12 ounces,94.0
9.0,8.0,9.0,Light,"Bench-Maji Zone, Southern Ethiopia",NT $299/100 grams,94.0
9.0,9.0,9.0,Medium-Light,"Ka'u growing region, Big Island of Hawai’i",$25.00/4 ounces,94.0
8.0,8.0,9.0,Medium,"Bukidnon, Mindanao, Philippines",$30.00/12 ounces,91.0
